inn,normalized_inn,mfds_item_seq,mfds_item_name,mfds_company,mfds_date,mfds_is_new_drug,mfds_is_prescription,ema_brand_name,ema_date,ema_is_orphan,ema_is_prime,ema_is_conditional,ema_is_accelerated,ema_therapeutic_area,ema_atc_code,days_ema_to_mfds,mfds_before_ema,atc_level1,atc_level2,ema_year,ema_month
Risperidone,risperidone,202004474,리페넥스정3밀리그램(리스페리돈),(주)제뉴파마,2020-06-18,False,True,Okedi,2022-02-14,False,False,False,False,Schizophrenia,N05AX08,-606,True,N,N05,2022,2
Dexamethasone,dexamethasone,202004515,이바나파연고(덱사메타손),태극제약(주),2020-06-22,False,False,Ozurdex,2010-07-26,False,False,False,False,Macular Edema;Uveitis,S01BA01,3619,False,S,S01,2010,7
Bupivacaine Hydrochloride Hydrate,bupivacaine,202004549,휴온스부피바카인염산염주0.75%(수출용),(주)휴온스,2020-06-23,False,True,Exparel liposomal,2020-11-16,False,False,False,False,Acute Pain,N01BB01,-146,True,N,N01,2020,11
safinamide mesilate,safinamide,202004635,에퀴피나필름코팅정50밀리그램(사피나미드메실산염),한국에자이(주),2020-06-24,False,True,Xadago,2015-02-23,False,False,False,False,Parkinson Disease,N04B,1948,False,N,N04,2015,2
Latanoprost,latanoprost,202004657,라타아인점안액(라타노프로스트),하나제약(주),2020-06-25,False,True,Catiolanze,2023-11-15,False,False,False,False,"Glaucoma, Open-Angle",S01EE01,-1238,True,S,S01,2023,11
Memantine Hydrochloride,memantine,202004700,메멘틴정10밀리그램(메만틴염산염),동국제약(주),2020-06-26,False,True,Ebixa,2002-05-15,False,False,False,False,Alzheimer Disease,N06DX01,6617,False,N,N06,2002,5
Ibuprofen,ibuprofen,202004710,에스빌이부연질캡슐200밀리그램(이부프로펜),(주)킵스바이오파마,2020-06-29,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,5815,False,C,C01,2004,7
Linagliptin,linagliptin,202004750,나리젠타정5밀리그램(리나글립틴),(주)팜젠사이언스,2020-06-29,False,True,Trajenta,2011-08-23,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH05,3233,False,A,A10,2011,8
Levofloxacin Hydrate,levofloxacin,202004754,레보트라점안액1.5%(레보플록사신수화물),(주)바이넥스,2020-06-29,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1923,False,J,J01,2015,3
Tolvaptan,tolvaptan,202004774,명인톨밥탄정15밀리그램,명인제약(주),2020-06-30,False,True,Samsca,2009-08-02,False,False,False,False,Inappropriate ADH Syndrome,C03XA01,3985,False,C,C03,2009,8
Bosentan Hydrate,bosentan,202004778,카나보센정125밀리그램(보센탄수화물(미분화)),파마사이언스코리아(주),2020-06-30,False,True,Tracleer,2002-05-14,False,False,False,False,"Scleroderma, Systemic;Hypertension, Pulmonary",C02KX01,6622,False,C,C02,2002,5
Levofloxacin Hydrate,levofloxacin,202004914,하이레보정500밀리그램(레보플록사신수화물),(주)다산제약,2020-07-07,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1931,False,J,J01,2015,3
Celecoxib,celecoxib,202004956,쎄넥스캡슐400밀리그램(세레콕시브),(주)넥스팜코리아,2020-07-09,False,True,Onsenal,2003-10-17,False,False,False,False,Adenomatous Polyposis Coli,L01XX33,6110,False,L,L01,2003,10
Everolimus,everolimus,202004977,에베로즈정2.5밀리그램(에베로리무스),(주)삼양바이오팜,2020-07-09,False,True,Afinitor,2009-08-02,False,False,False,False,"Carcinoma, Renal Cell;Breast Neoplasms;Pancreatic Neoplasms",L01XE10,3994,False,L,L01,2009,8
Everolimus,everolimus,202004978,에베로즈정5밀리그램(에베로리무스),(주)삼양바이오팜,2020-07-09,False,True,Afinitor,2009-08-02,False,False,False,False,"Carcinoma, Renal Cell;Breast Neoplasms;Pancreatic Neoplasms",L01XE10,3994,False,L,L01,2009,8
Everolimus,everolimus,202004979,에베로즈정10밀리그램(에베로리무스),(주)삼양바이오팜,2020-07-09,False,True,Afinitor,2009-08-02,False,False,False,False,"Carcinoma, Renal Cell;Breast Neoplasms;Pancreatic Neoplasms",L01XE10,3994,False,L,L01,2009,8
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005195,시글립정50밀리그램(시타글립틴염산염수화물),(주)이든파마,2020-07-20,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4871,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005196,시글립정100밀리그램(시타글립틴염산염수화물),(주)이든파마,2020-07-20,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4871,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005197,시글립정25밀리그램(시타글립틴염산염수화물),(주)이든파마,2020-07-20,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4871,False,A,A10,2007,3
Rivaroxaban Micronized,rivaroxaban,202005289,카사반정10밀리그램(리바록사반),(주)비보존제약,2020-07-23,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4314,False,B,B01,2008,9
Rivaroxaban Micronized,rivaroxaban,202005290,카사반정15밀리그램(리바록사반),(주)비보존제약,2020-07-23,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4314,False,B,B01,2008,9
Rivaroxaban Micronized,rivaroxaban,202005291,명인리바록사반정10밀리그램,명인제약(주),2020-07-23,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4314,False,B,B01,2008,9
Rivaroxaban Micronized,rivaroxaban,202005292,명인리바록사반정15밀리그램,명인제약(주),2020-07-23,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4314,False,B,B01,2008,9
Rivaroxaban Micronized,rivaroxaban,202005295,한화리바록사반정10밀리그램,한화제약(주),2020-07-23,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4314,False,B,B01,2008,9
Rivaroxaban Micronized,rivaroxaban,202005296,한화리바록사반정15밀리그램,한화제약(주),2020-07-23,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4314,False,B,B01,2008,9
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005307,영일시타글립틴정100밀리그램(시타글립틴염산염수화물),영일제약(주),2020-07-23,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4874,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005308,영일시타글립틴정50밀리그램(시타글립틴염산염수화물),영일제약(주),2020-07-23,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4874,False,A,A10,2007,3
Remdesivir,remdesivir,202005381,베클루리주정맥주사용동결건조분말(렘데시비르),길리어드사이언스코리아(유),2020-07-24,False,True,Veklury,2020-07-03,False,False,False,False,COVID-19 virus infection,J05AB16,21,False,J,J05,2020,7
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005485,시타칸정100밀리그램(시타글립틴염산염수화물),동국제약(주),2020-07-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4880,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005486,시타칸정25밀리그램(시타글립틴염산염수화물),동국제약(주),2020-07-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4880,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005487,시타칸정50밀리그램(시타글립틴염산염수화물),동국제약(주),2020-07-29,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4880,False,A,A10,2007,3
Ibuprofen,ibuprofen,202005496,루피엔연질캡슐(이부프로펜),(주)바스칸바이오제약,2020-07-29,False,False,Pedea,2004-07-28,False,False,False,False,"Ductus Arteriosus, Patent",C01EB16,5845,False,C,C01,2004,7
Levofloxacin Hydrate,levofloxacin,202005609,라이트레보점안액1.5%(레보플록사신수화물),(주)라이트팜텍,2020-08-03,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1958,False,J,J01,2015,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005610,넥스글립틴정100밀리그램(시타글립틴염산염수화물),(주)바이넥스,2020-08-03,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4885,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005611,넥스글립틴정50밀리그램(시타글립틴염산염수화물),(주)바이넥스,2020-08-03,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4885,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005612,넥스글립틴정25밀리그램(시타글립틴염산염수화물),(주)바이넥스,2020-08-03,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4885,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005701,시타렌정25밀리그램(시타글립틴염산염수화물),(주)넥스팜코리아,2020-08-07,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4889,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005702,시타렌정50밀리그램(시타글립틴염산염수화물),(주)넥스팜코리아,2020-08-07,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4889,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005703,시타렌정100밀리그램(시타글립틴염산염수화물) ,(주)넥스팜코리아,2020-08-07,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4889,False,A,A10,2007,3
Levofloxacin Hydrate,levofloxacin,202005744,레보프란점안액1.5%(레보플록사신수화물),대한약품공업(주),2020-08-11,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1966,False,J,J01,2015,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005816,에스비아정50밀리그램(시타글립틴염산염수화물),(주)보령바이오파마,2020-08-14,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4896,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005818,에스비아정100밀리그램(시타글립틴염산염수화물),(주)보령바이오파마,2020-08-14,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4896,False,A,A10,2007,3
Cinacalcet Hydrochloride,cinacalcet,202005828,시나비엠정25밀리그램(시나칼세트염산염),(주)팜젠사이언스,2020-08-14,False,True,Mimpara,2004-10-22,False,False,False,False,Hypercalcemia;Parathyroid Neoplasms;Hyperparathyroidism,H05BX01,5775,False,H,H05,2004,10
Azathioprine,azathioprine,202005873,이무테라정25밀리그램(아자티오프린),(주)셀트리온제약,2020-08-18,False,True,Jayempi,2021-06-21,False,False,False,False,Graft Rejection,L04AX01,-307,True,L,L04,2021,6
Tafamidis,tafamidis,202005887,빈다맥스캡슐61밀리그램(타파미디스),한국화이자제약(주),2020-08-19,False,True,Vyndaqel,2011-11-16,True,False,False,False,Amyloidosis,N07XX08,3199,False,N,N07,2011,11
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005910,자누그린정25밀리그램(시타글립틴염산염수화물),진양제약(주),2020-08-20,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4902,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005911,자누그린정50밀리그램(시타글립틴염산염수화물),진양제약(주),2020-08-20,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4902,False,A,A10,2007,3
Sitagliptin Hydrochloride Hydrate,sitagliptin,202005912,자누그린정100밀리그램(시타글립틴염산염수화물),진양제약(주),2020-08-20,False,True,Januvia,2007-03-20,False,False,False,False,"Diabetes Mellitus, Type 2",A10BH01,4902,False,A,A10,2007,3
Daptomycin,daptomycin,202005951,펜토신주500밀리그램(답토마이신),건일제약(주),2020-08-22,False,True,Cubicin,2006-01-19,False,False,False,False,"Gram-Positive Bacterial Infections;Bacteremia;Soft Tissue Infections;Endocarditis, Bacterial",J01XX09,5329,False,J,J01,2006,1
Daptomycin,daptomycin,202005952,펜토신주350밀리그램(답토마이신),건일제약(주),2020-08-22,False,True,Cubicin,2006-01-19,False,False,False,False,"Gram-Positive Bacterial Infections;Bacteremia;Soft Tissue Infections;Endocarditis, Bacterial",J01XX09,5329,False,J,J01,2006,1
Alitretinoin,alitretinoin,202005981,알티논연질캡슐10밀리그램(알리트레티노인),(주)제뉴파마,2020-08-24,False,True,Panretin,2000-10-11,False,False,False,False,"Sarcoma, Kaposi",L01XX22,7257,False,L,L01,2000,10
Telmisartan,telmisartan,202006064,텔미트렌정20밀리그램(텔미사르탄),(주)종근당,2020-08-28,False,True,Pritor,1998-12-11,False,False,False,False,Hypertension,C09CA07,7931,False,C,C09,1998,12
Tofacitinib,tofacitinib,202006206,젤즈원정5밀리그램(토파시티닙),하나제약(주),2020-09-07,False,True,Xeljanz,2017-03-22,False,False,False,False,"Arthritis, Rheumatoid",L04AF01,1265,False,L,L04,2017,3
Tofacitinib,tofacitinib,202006209,엘란즈정5밀리그램(토파시티닙),일양약품(주),2020-09-07,False,True,Xeljanz,2017-03-22,False,False,False,False,"Arthritis, Rheumatoid",L04AF01,1265,False,L,L04,2017,3
Tofacitinib,tofacitinib,202006210,토시닙정5밀리그램(토파시티닙),에스케이케미칼(주),2020-09-07,False,True,Xeljanz,2017-03-22,False,False,False,False,"Arthritis, Rheumatoid",L04AF01,1265,False,L,L04,2017,3
Tofacitinib,tofacitinib,202006211,지에케이정5밀리그램(토파시티닙),유니메드제약(주),2020-09-07,False,True,Xeljanz,2017-03-22,False,False,False,False,"Arthritis, Rheumatoid",L04AF01,1265,False,L,L04,2017,3
Tofacitinib,tofacitinib,202006212,잭파즈정5밀리그램(토파시티닙),한림제약(주),2020-09-07,False,True,Xeljanz,2017-03-22,False,False,False,False,"Arthritis, Rheumatoid",L04AF01,1265,False,L,L04,2017,3
Tofacitinib,tofacitinib,202006213,토파시아정(토파시티닙),(주)킴스제약,2020-09-07,False,True,Xeljanz,2017-03-22,False,False,False,False,"Arthritis, Rheumatoid",L04AF01,1265,False,L,L04,2017,3
Zinc Sulfate Hydrate,zinc,202006277,한림징크주(황산아연수화물),한림제약(주),2020-09-11,False,True,Wilzin,2004-10-12,False,False,False,False,Hepatolenticular Degeneration,A16AX05,5813,False,A,A16,2004,10
Levofloxacin Hydrate,levofloxacin,202006287,레보플로점안액(레보플록사신수화물),(주)이든파마,2020-09-11,False,True,Quinsair,2015-03-25,False,False,False,False,Cystic Fibrosis;Respiratory Tract Infections,J01MA12,1997,False,J,J01,2015,3
Deutetrabenazine,deutetrabenazine,202006400,오스테도정9밀리그램(듀테트라베나진),(주)한독테바,2020-09-16,False,True,Austedo,2026-01-08,False,False,False,False,Tardive Dyskinesia,N07XX16,-1940,True,N,N07,2026,1
Deutetrabenazine,deutetrabenazine,202006401,오스테도정6밀리그램(듀테트라베나진),(주)한독테바,2020-09-16,False,True,Austedo,2026-01-08,False,False,False,False,Tardive Dyskinesia,N07XX16,-1940,True,N,N07,2026,1
Deutetrabenazine,deutetrabenazine,202006402,오스테도정12밀리그램(듀테트라베나진),(주)한독테바,2020-09-16,False,True,Austedo,2026-01-08,False,False,False,False,Tardive Dyskinesia,N07XX16,-1940,True,N,N07,2026,1
Rivaroxaban,rivaroxaban,202006447,리박산정20밀리그램(리바록사반),제일약품(주),2020-09-18,False,True,Xarelto,2008-09-30,False,False,False,False,"Arthroplasty, Replacement;Venous Thromboembolism",B01AF01,4371,False,B,B01,2008,9
Melatonin,melatonin,202006547,멜라딘서방정2밀리그램(멜라토닌),(주)비보존제약,2020-09-22,False,True,Circadin,2007-06-29,False,False,False,False,Sleep Initiation and Maintenance Disorders,N05CH01,4834,False,N,N05,2007,6
Melatonin,melatonin,202006548,멜핏서방정2밀리그램(멜라토닌),대한뉴팜(주),2020-09-22,False,True,Circadin,2007-06-29,False,False,False,False,Sleep Initiation and Maintenance Disorders,N05CH01,4834,False,N,N05,2007,6
Melatonin,melatonin,202006549,라톤서방정2밀리그램(멜라토닌),에스케이케미칼(주),2020-09-22,False,True,Circadin,2007-06-29,False,False,False,False,Sleep Initiation and Maintenance Disorders,N05CH01,4834,False,N,N05,2007,6
Melatonin,melatonin,202006550,서카레딥서방정2밀리그램(멜라토닌),부광약품(주),2020-09-22,False,True,Circadin,2007-06-29,False,False,False,False,Sleep Initiation and Maintenance Disorders,N05CH01,4834,False,N,N05,2007,6
Melatonin,melatonin,202006551,영진멜라토닌서방정2밀리그램,영진약품(주),2020-09-22,False,True,Circadin,2007-06-29,False,False,False,False,Sleep Initiation and Maintenance Disorders,N05CH01,4834,False,N,N05,2007,6
Melatonin,melatonin,202006552,서카토닌서방정2밀리그램(멜라토닌),일동제약(주),2020-09-22,False,True,Circadin,2007-06-29,False,False,False,False,Sleep Initiation and Maintenance Disorders,N05CH01,4834,False,N,N05,2007,6
Melatonin,melatonin,202006553,멜라엠서방정2밀리그램(멜라토닌),(주)마더스제약,2020-09-22,False,True,Circadin,2007-06-29,False,False,False,False,Sleep Initiation and Maintenance Disorders,N05CH01,4834,False,N,N05,2007,6
Melatonin,melatonin,202006554,멜라서방정2밀리그램(멜라토닌),동광제약(주),2020-09-23,False,True,Circadin,2007-06-29,False,False,False,False,Sleep Initiation and Maintenance Disorders,N05CH01,4835,False,N,N05,2007,6
Melatonin,melatonin,202006555,멜토원서방정2밀리그램(멜라토닌),하나제약(주),2020-09-23,False,True,Circadin,2007-06-29,False,False,False,False,Sleep Initiation and Maintenance Disorders,N05CH01,4835,False,N,N05,2007,6
