inn,normalized_inn,fda_date,fda_brand_name,fda_sponsor,mfds_date,mfds_item_name,mfds_company,days_fda_to_mfds,mfds_before_fda
Meropenem Hydrate,meropenem,2024-12-03,MEROPENEM,HQ SPCLT PHARMA,2019-09-30,대웅바이오메로페넴주1그램(메로페넴삼수화물),대웅바이오(주),-1891,True
Celecoxib,celecoxib,2024-11-21,CELEBREX,UPJOHN,2019-09-30,아나콕스캡슐100밀리그램(세레콕시브) ,아주약품(주),-1879,True
Celecoxib,celecoxib,2024-11-21,CELEBREX,UPJOHN,2019-09-30,쎄레시브캡슐100밀리그램(세레콕시브),(주)유영제약,-1879,True
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,2019-10-01,현대가스상사의료용산소,현대가스상사,2261,False
Fluoxetine Hydrochloride,fluoxetine,2011-10-06,FLUOXETINE HCL,TWI PHARMS,2019-10-01,유니작캡슐10밀리그램(플루옥세틴염산염) ,유니메드제약(주),2917,False
Fluoxetine Hydrochloride,fluoxetine,2011-10-06,FLUOXETINE HCL,TWI PHARMS,2019-10-01,유니작캡슐20밀리그램(플루옥세틴염산염) ,유니메드제약(주),2917,False
Tadalafil,tadalafil,2005-03-31,CIALIS,LILLY,2019-10-02,트라이필정5밀리그램(타다라필),주식회사큐엘파마,5298,False
Tadalafil,tadalafil,2005-03-31,CIALIS,LILLY,2019-10-02,트라이필정20밀리그램(타다라필),주식회사큐엘파마,5298,False
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,2019-10-02,글루테니어정500mg(메트포르민염산염),주식회사케이에스제약,51,False
Clopidogrel Bisulfate,clopidogrel bi,2001-07-19,PLAVIX,SANOFI AVENTIS US,2019-10-04,에이빅스정75밀리그램(클로피도그렐황산염),(주)아리제약,6651,False
Topiramate,topiramate,2003-06-12,TOPAMAX,JANSSEN PHARMS,2019-10-04,아토맥정100밀리그램(토피라메이트),(주)아리제약,5958,False
Clopidogrel Bisulfate,clopidogrel bi,2001-07-19,PLAVIX,SANOFI AVENTIS US,2019-10-04,크로피도정(클로피도그렐황산수소염),(주)티디에스팜,6651,False
Celecoxib,celecoxib,2024-11-21,CELEBREX,UPJOHN,2019-10-07,동광세레콕시브캡슐100mg,동광제약(주),-1872,True
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,2019-10-07,아세타미주(아세트아미노펜),익수제약(주),-144,True
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,2019-10-07,시프라신정250밀리그램(시프로플록사신염산염수화물),동국제약(주),6597,False
Topiramate,topiramate,2003-06-12,TOPAMAX,JANSSEN PHARMS,2019-10-09,아토맥정25밀리그램(토피라메이트),(주)아리제약,5963,False
Meloxicam,meloxicam,2025-06-05,XIFYRM,AZURITY,2019-10-10,아록시캄캡슐7.5밀리그램(멜록시캄),(주)아리제약,-2065,True
Loperamide Hydrochloride,loperamide,1988-12-06,IMODIUM A-D,KENVUE BRANDS,2019-10-11,로페리캡슐(로페라미드염산염),미래바이오제약(주),11266,False
Gabapentin,gabapentin,2000-09-19,NEURONTIN,VIATRIS,2019-10-15,건스펜틴캡슐100밀리그램(가바펜틴),건일바이오팜주식회사,6965,False
Gabapentin,gabapentin,2000-09-19,NEURONTIN,VIATRIS,2019-10-15,건스펜틴캡슐300밀리그램(가바펜틴),건일바이오팜주식회사,6965,False
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,2019-10-16,알피시프록정250mg(시프로플록사신염산염수화물),(주)알피바이오,6606,False
Gabapentin,gabapentin,2000-09-19,NEURONTIN,VIATRIS,2019-10-16,가바텍스캡슐300밀리그램(가바펜틴),(주)테라젠이텍스,6966,False
Gabapentin,gabapentin,2000-09-19,NEURONTIN,VIATRIS,2019-10-16,가바텍스캡슐100밀리그램(가바펜틴),(주)테라젠이텍스,6966,False
Dutasteride,dutasteride,2013-04-30,AVODART,WAYLIS THERAP,2019-10-16,두타엘정0.5밀리그램(두타스테리드),주식회사큐엘파마,2360,False
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2019-10-16,에이로사정50밀리그램(로사르탄칼륨),(주)아리제약,7716,False
Gabapentin,gabapentin,2000-09-19,NEURONTIN,VIATRIS,2019-10-16,카나가바로틴캡슐100밀리그램(가바펜틴),주식회사제뉴원사이언스,6966,False
Gabapentin,gabapentin,2000-09-19,NEURONTIN,VIATRIS,2019-10-16,카나가바로틴캡슐300밀리그램(가바펜틴),주식회사제뉴원사이언스,6966,False
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,2019-10-17,유한아세트아미노펜연질캡슐,(주)유한양행,-134,True
Celecoxib,celecoxib,2024-11-21,CELEBREX,UPJOHN,2019-10-23,세레트캡슐200mg(세레콕시브),건일바이오팜주식회사,-1856,True
Mometasone Furoate,mometasone furoate,2020-04-28,SINUVA,INTERSECT ENT INC,2019-10-24,코비타손나잘스프레이(모메타손푸로에이트),(주)라이트팜텍,-187,True
Dutasteride,dutasteride,2013-04-30,AVODART,WAYLIS THERAP,2019-10-25,아다모정0.5밀리그램(두타스테리드),한올바이오파마(주),2369,False
Mometasone Furoate,mometasone furoate,2020-04-28,SINUVA,INTERSECT ENT INC,2019-10-25,모메코트크림(모메타손푸로에이트),(주)퍼슨,-186,True
Ibuprofen,ibuprofen,2000-01-18,ADVIL COLD AND SINUS,HALEON US HOLDINGS,2019-10-28,큐센400이부프로펜연질캡슐,삼성제약(주),7223,False
Dutasteride,dutasteride,2013-04-30,AVODART,WAYLIS THERAP,2019-10-28,아보테드정0.5밀리그램(두타스테리드),영풍제약(주),2372,False
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,2019-10-28,아미세트주(아세트아미노펜),국제약품(주),-123,True
Levetiracetam,levetiracetam,2014-03-07,KEPPRA,UCB INC,2019-10-28,레비에필정500밀리그램(레비티라세탐),주식회사제뉴원사이언스,2061,False
Levetiracetam,levetiracetam,2014-03-07,KEPPRA,UCB INC,2019-10-28,레비에필정250밀리그램(레비티라세탐),주식회사제뉴원사이언스,2061,False
Levetiracetam,levetiracetam,2014-03-07,KEPPRA,UCB INC,2019-10-28,레비에필정1000밀리그램(레비티라세탐),주식회사제뉴원사이언스,2061,False
Celecoxib,celecoxib,2024-11-21,CELEBREX,UPJOHN,2019-10-29,셀코빅스캡슐100밀리그램(세레콕시브),신일제약(주),-1850,True
Ketorolac Tromethamine,ketorolac tromethamine,2024-05-24,ACUVAIL,ABBVIE,2019-10-30,유니온케토롤락주(케토롤락트로메타민염),한국유니온제약(주),-1668,True
Ciprofloxacin,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,2019-10-31,이연시플록사신주(시프로플록사신),이연제약(주),6621,False
Celecoxib,celecoxib,2024-11-21,CELEBREX,UPJOHN,2019-10-31,콕스2캡슐100밀리그램(세레콕시브) ,유니메드제약(주),-1848,True
Celecoxib,celecoxib,2024-11-21,CELEBREX,UPJOHN,2019-10-31,아세레캡슐200밀리그램(세레콕시브),(주)셀비온,-1848,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,2019-11-04,아시클정200밀리그램(아시클로버),건일바이오팜주식회사,3748,False
Fluoxetine Hydrochloride,fluoxetine,2011-10-06,FLUOXETINE HCL,TWI PHARMS,2019-11-05,현대플루옥세틴캡슐20밀리그램(플루옥세틴염산염),현대약품(주),2952,False
Fluoxetine Hydrochloride,fluoxetine,2011-10-06,FLUOXETINE HCL,TWI PHARMS,2019-11-05,현대플루옥세틴캡슐10밀리그램(플루옥세틴염산염),현대약품(주),2952,False
Pregabalin,pregabalin,2013-02-28,PREGABALIN,UPJOHN,2019-11-06,동광프레가발린캡슐50밀리그램,동광제약(주),2442,False
Dutasteride,dutasteride,2013-04-30,AVODART,WAYLIS THERAP,2019-11-07,두타린정0.5밀리그램(두타스테리드),한국신텍스제약(주),2382,False
Pregabalin,pregabalin,2013-02-28,PREGABALIN,UPJOHN,2019-11-07,아이리카캡슐75밀리그램(프레가발린),(주)인트로바이오파마,2443,False
Clopidogrel Bisulfate,clopidogrel bi,2001-07-19,PLAVIX,SANOFI AVENTIS US,2019-11-07,메가클로피정75밀리그램(클로피도그렐황산수소염),(주)엘앤씨바이오 ,6685,False
Olopatadine Hydrochloride,olopatadine,2015-01-30,PATADAY ONCE DAILY RELIEF,ALCON LABS INC,2019-11-07,휴타딘점안액0.1%(올로파타딘염산염),(주)휴메딕스,1742,False
Topiramate,topiramate,2003-06-12,TOPAMAX,JANSSEN PHARMS,2019-11-08,한화토피라메이트정100밀리그램,한화제약(주),5993,False
Topiramate,topiramate,2003-06-12,TOPAMAX,JANSSEN PHARMS,2019-11-08,한화토피라메이트정25밀리그램,한화제약(주),5993,False
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2019-11-12,로자딘정50mg(로사르탄칼륨),(주)이든파마,7743,False
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2019-11-12,로자딘정100mg(로사르탄칼륨),(주)이든파마,7743,False
Mometasone Furoate,mometasone furoate,2020-04-28,SINUVA,INTERSECT ENT INC,2019-11-12,큐메타손크림(모메타손푸로에이트),주식회사큐엘파마,-168,True
Levetiracetam,levetiracetam,2014-03-07,KEPPRA,UCB INC,2019-11-14,레비원정500밀리그램(레비티라세탐),하나제약(주),2078,False
Levetiracetam,levetiracetam,2014-03-07,KEPPRA,UCB INC,2019-11-14,레비원정250밀리그램(레비티라세탐),하나제약(주),2078,False
Levetiracetam,levetiracetam,2014-03-07,KEPPRA,UCB INC,2019-11-14,레비원정1000밀리그램(레비티라세탐),하나제약(주),2078,False
Pregabalin,pregabalin,2013-02-28,PREGABALIN,UPJOHN,2019-11-14,루레카캡슐75밀리그램(프레가발린),(주)휴온스생명과학,2450,False
Celecoxib,celecoxib,2024-11-21,CELEBREX,UPJOHN,2019-11-15,씨엘콕스캡슐100밀리그램(세레콕시브),(주)보령바이오파마,-1833,True
Ketorolac Tromethamine,ketorolac tromethamine,2024-05-24,ACUVAIL,ABBVIE,2019-11-18,케롤주(케토롤락트로메타민염),(주)씨엠지제약,-1649,True
Lidocaine,lidocaine,2014-09-29,ZINGO,POWDER PHARMS,2019-11-18,뉴도탑카타플라스마(리도카인),에스케이케미칼(주),1876,False
Dutasteride,dutasteride,2013-04-30,AVODART,WAYLIS THERAP,2019-11-20,삼성두타스테리드정0.5밀리그램,삼성제약(주),2395,False
Levetiracetam,levetiracetam,2014-03-07,KEPPRA,UCB INC,2019-11-20,케파베아정500밀리그램(레비티라세탐),대웅바이오(주),2084,False
Levetiracetam,levetiracetam,2014-03-07,KEPPRA,UCB INC,2019-11-20,케파베아정250밀리그램(레비티라세탐),대웅바이오(주),2084,False
Levetiracetam,levetiracetam,2014-03-07,KEPPRA,UCB INC,2019-11-20,케파베아정1000밀리그램(레비티라세탐),대웅바이오(주),2084,False
Baloxavir Marboxil,baloxavir marboxil,2024-12-19,XOFLUZA,GENENTECH INC,2019-11-22,조플루자정20밀리그램(발록사비르마르복실),(주)한국로슈,-1854,True
Baloxavir Marboxil,baloxavir marboxil,2024-12-19,XOFLUZA,GENENTECH INC,2019-11-22,조플루자정40밀리그램(발록사비르마르복실),(주)한국로슈,-1854,True
Rosuvastatin Calcium,rosuvastatin calcium,2024-07-31,CRESTOR,ASTRAZENECA,2019-11-26,이로스타정5밀리그램(로수바스타틴칼슘),이연제약(주),-1709,True
Acetaminophen,acetaminophen,2020-02-28,ADVIL DUAL ACTION WITH ACETAMINOPHEN,HALEON US HOLDINGS,2019-11-26,아세파주(아세트아미노펜),경동제약(주),-94,True
Fluoxetine Hydrochloride,fluoxetine,2011-10-06,FLUOXETINE HCL,TWI PHARMS,2019-11-26,시플세틴캡슐10밀리그램(플루옥세틴염산염),(주)시어스제약,2973,False
Ciprofloxacin Hydrochloride Hydrate,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,2019-11-27,씨큐로바이정(시프로플록사신염산염수화물),주식회사더유제약,6648,False
Escitalopram Oxalate,escitalopram oxalate,2016-01-28,LEXAPRO,ABBVIE,2019-11-27,건프람정20밀리그램(에스시탈로프람옥살산염),건일바이오팜주식회사,1399,False
Meloxicam,meloxicam,2025-06-05,XIFYRM,AZURITY,2019-11-27,멜록시엠캡슐7.5밀리그램(멜록시캄),(주)라이트팜텍,-2017,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,2019-11-27,조이락스정(아시클로버),주식회사더유제약,3771,False
Rosuvastatin Calcium,rosuvastatin calcium,2024-07-31,CRESTOR,ASTRAZENECA,2019-11-28,로바케이정5밀리그램(로수바스타틴칼슘),주식회사케이에스제약,-1707,True
Rosuvastatin Calcium,rosuvastatin calcium,2024-07-31,CRESTOR,ASTRAZENECA,2019-11-28,로바케이정20밀리그램(로수바스타틴칼슘),주식회사케이에스제약,-1707,True
Rosuvastatin Calcium,rosuvastatin calcium,2024-07-31,CRESTOR,ASTRAZENECA,2019-11-28,로바케이정10밀리그램(로수바스타틴칼슘),주식회사케이에스제약,-1707,True
Clopidogrel Bisulfate,clopidogrel bi,2001-07-19,PLAVIX,SANOFI AVENTIS US,2019-12-02,클로드린정(클로피도그렐황산염),독립바이오제약(주),6710,False
Sertraline Hydrochloride,sertraline,2007-08-02,SERTRALINE HYDROCHLORIDE,VIATRIS,2019-12-03,파마설트랄린정50밀리그램(설트랄린염산염),(주)한국파마,4506,False
Lidocaine,lidocaine,2014-09-29,ZINGO,POWDER PHARMS,2019-12-03,유스카인크림(리도카인),화일약품(주),1891,False
Dutasteride,dutasteride,2013-04-30,AVODART,WAYLIS THERAP,2019-12-04,두리드정0.5밀리그램(두타스테리드),(주)텔콘알에프제약,2409,False
Baclofen,baclofen,1999-05-05,LIORESAL (BACLOFEN),AMNEAL,2019-12-05,비엘바클로정10mg(바클로펜),(주)라이트팜텍,7519,False
Fluoxetine Hydrochloride,fluoxetine,2011-10-06,FLUOXETINE HCL,TWI PHARMS,2019-12-08,시플세틴캡슐20밀리그램(플루옥세틴염산염),(주)시어스제약,2985,False
Risperidone,risperidone,1997-10-17,RISPERIDONE,JANSSEN PHARMS,2019-12-12,리페넥스정1밀리그램(리스페리돈),(주)제뉴파마,8091,False
Risperidone,risperidone,1997-10-17,RISPERIDONE,JANSSEN PHARMS,2019-12-13,리페넥스정2밀리그램(리스페리돈),(주)제뉴파마,8092,False
Rosuvastatin Calcium,rosuvastatin calcium,2024-07-31,CRESTOR,ASTRAZENECA,2019-12-14,로수메디정10밀리그램(로수바스타틴칼슘),(주)텔콘알에프제약,-1691,True
Oxygen,oxygen,2013-07-23,OXYGEN,ASPEN AIR,2019-12-16,세종가스의료용산소,주식회사 세종가스산업,2337,False
Fenofibrate,fenofibrate,2025-10-01,FENOFIBRATE,LUPIN,2019-12-16,페노피브정160밀리그램(페노피브레이트),(주)테라젠이텍스,-2116,True
Topiramate,topiramate,2003-06-12,TOPAMAX,JANSSEN PHARMS,2019-12-18,토피스트정25밀리그램(토피라메이트),대웅바이오(주),6033,False
Topiramate,topiramate,2003-06-12,TOPAMAX,JANSSEN PHARMS,2019-12-18,토피스트정100밀리그램(토피라메이트),대웅바이오(주),6033,False
Rosuvastatin Calcium,rosuvastatin calcium,2024-07-31,CRESTOR,ASTRAZENECA,2019-12-19,로수메디정5밀리그램(로수바스타틴칼슘),(주)텔콘알에프제약,-1686,True
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,2019-12-23,엠트포민정(메트포르민염산염),동국제약(주),133,False
Mometasone Furoate,mometasone furoate,2020-04-28,SINUVA,INTERSECT ENT INC,2019-12-26,모메타뉴크림(모메타손푸로에이트),(주)시어스제약,-124,True
Bromfenac Sodium Hydrate,bromfenac,2025-02-18,BROMFENAC OPHTHALMIC SOLUTION,BAUSCH AND LOMB,2019-12-30,브로모낙점안액(브롬페낙나트륨수화물)(1회용),(주)옵투스제약,-1877,True
Fenofibrate,fenofibrate,2025-10-01,FENOFIBRATE,LUPIN,2019-12-30,리페돌정160밀리그램(페노피브레이트),하나제약(주),-2102,True
Ciprofloxacin,ciprofloxacin,2001-09-14,CIPROFLOXACIN HYDROCHLORIDE,SANDOZ,2020-01-02,베아신주(시프로플록사신),대웅바이오(주),6684,False
Cefoxitin Sodium,cefoxitin,2013-06-05,CEFOXITIN AND DEXTROSE,B BRAUN,2020-01-03,오코시틴주1그램(세폭시틴나트륨)(수출명 Aukoxitin Inj. (Cefoxitin Sodium 1g))(수출용),(주)오스코리아제약,2403,False
Topiramate,topiramate,2003-06-12,TOPAMAX,JANSSEN PHARMS,2020-01-03,토파맥정25밀리그램(토피라메이트),(주)바스칸바이오제약,6049,False
Cetirizine Hydrochloride,cetirizine,2009-07-23,CETIRIZINE HCL,BIONPHARMA,2020-01-06,시로제노연질캡슐(세티리진염산염),현대약품(주),3819,False
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,2020-01-06,다이비스엑스알정500밀리그램,신풍제약(주),147,False
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2020-01-08,뉴로탄정100mg(로사르탄칼륨),한국유니온제약(주),7800,False
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,2020-01-10,글루파엑스알서방정1000밀리그램(메트포르민염산염),(주)다림바이오텍,151,False
Pregabalin,pregabalin,2013-02-28,PREGABALIN,UPJOHN,2020-01-10,루루카캡슐25밀리그램(프레가발린),(주)중헌제약,2507,False
Pregabalin,pregabalin,2013-02-28,PREGABALIN,UPJOHN,2020-01-10,루루카캡슐50밀리그램(프레가발린),(주)중헌제약,2507,False
Celecoxib,celecoxib,2024-11-21,CELEBREX,UPJOHN,2020-01-10,콕스그린캡슐100밀리그램(세레콕시브),(주)킵스바이오파마,-1777,True
Acyclovir,acyclovir,2009-07-31,XERESE,BAUSCH,2020-01-13,메가클로버정(아시클로버),(주)엘앤씨바이오 ,3818,False
Escitalopram Oxalate,escitalopram oxalate,2016-01-28,LEXAPRO,ABBVIE,2020-01-17,엔탈로프정10밀리그램(에스시탈로프람옥살산염),(주)셀비온,1450,False
Dutasteride,dutasteride,2013-04-30,AVODART,WAYLIS THERAP,2020-01-17,두타베린정0.5밀리그램(두타스테리드),영일제약(주),2453,False
Celecoxib,celecoxib,2024-11-21,CELEBREX,UPJOHN,2020-01-21,진브렉스캡슐200밀리그램(세레콕시브),대원바이오텍주식회사,-1766,True
Losartan Potassium,losartan,1998-08-31,COZAAR,ORGANON,2020-01-21,메가로사탄정(로사르탄칼륨),(주)엘앤씨바이오 ,7813,False
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,2020-01-21,유한메트포르민염산염정1000밀리그램,(주)유한양행,162,False
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,2020-01-21,유한메트포르민염산염정850밀리그램,(주)유한양행,162,False
Metformin Hydrochloride,metformin,2019-08-12,JANUMET,MSD SUB MERCK,2020-01-21,유한메트포르민염산염정500밀리그램,(주)유한양행,162,False
Fluoxetine Hydrochloride,fluoxetine,2011-10-06,FLUOXETINE HCL,TWI PHARMS,2020-01-23,리옥틴캡슐10밀리그램(플루옥세틴염산염),(주)이든파마,3031,False
Fluoxetine Hydrochloride,fluoxetine,2011-10-06,FLUOXETINE HCL,TWI PHARMS,2020-01-23,리옥틴캡슐20밀리그램(플루옥세틴염산염),(주)이든파마,3031,False
Gabapentin,gabapentin,2000-09-19,NEURONTIN,VIATRIS,2020-01-28,카나가바로틴캡슐400밀리그램(가바펜틴),주식회사제뉴원사이언스,7070,False
Clopidogrel Bisulfate,clopidogrel bi,2001-07-19,PLAVIX,SANOFI AVENTIS US,2020-01-28,클로드릴정(클로피도그렐황산수소염),(주)새한제약,6767,False
Topiramate,topiramate,2003-06-12,TOPAMAX,JANSSEN PHARMS,2020-01-28,토파맥스스프링클캡슐50밀리그램(토피라메이트),(주)한국얀센,6074,False
Topiramate,topiramate,2003-06-12,TOPAMAX,JANSSEN PHARMS,2020-01-28,토파맥스스프링클캡슐25밀리그램(토피라메이트),(주)한국얀센,6074,False
Pregabalin,pregabalin,2013-02-28,PREGABALIN,UPJOHN,2020-01-29,가바메드캡슐25밀리그램(프레가발린),엔비케이제약(주),2526,False
Pregabalin,pregabalin,2013-02-28,PREGABALIN,UPJOHN,2020-01-29,가바메드캡슐50밀리그램(프레가발린),엔비케이제약(주),2526,False
Paricalcitol,paricalcitol,2014-11-18,PARICALCITOL,HIKMA PHARMS,2020-01-30,파시톨주(파리칼시톨),(주)보령,1899,False
Sildenafil Citrate,sildenafil citrate,2023-03-03,REVATIO,VIATRIS,2020-01-30,오바램정50밀리그램(실데나필시트르산염),(주)보령,-1128,True
